task_type,task_id,method,model,tools_correct,arguments_correct,tools_efficient,answer_efficient,correct,efficient,error,runtime_seconds,input_tokens,output_tokens,total_tokens
Direkte Datenabfrage,29,deterministic,qwen3:30b,1,1,1,1,1,1,,8.29136329999892,3571,767,4338
Direkte Datenabfrage,29,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.6016969000047538,3127,48,3175
Direkte Datenabfrage,29,plan-based,qwen3:8b,1,1,1,1,1,1,,7.3397772000007535,4973,389,5362
Direkte Datenabfrage,29,plan-based,qwen3:30b,1,1,1,1,1,1,,6.53556500000559,4973,487,5460
Direkte Datenabfrage,29,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.9132191999960924,4368,99,4467
Direkte Datenabfrage,29,iterative,qwen3:8b,1,1,1,1,1,1,,7.654,5395,410,5805
Direkte Datenabfrage,29,iterative,qwen3:30b,1,1,1,1,1,1,,5.55,5395,366,5761
Direkte Datenabfrage,29,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.854,4735,88,4823
Direkte Datenabfrage,30,deterministic,qwen3:8b,1,1,1,1,1,1,,5.710544499999742,3578,233,3811
Direkte Datenabfrage,30,deterministic,qwen3:30b,1,1,1,1,1,1,,5.714043899999524,3578,373,3951
Direkte Datenabfrage,30,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.508437700002105,3130,37,3167
Direkte Datenabfrage,30,plan-based,qwen3:8b,1,1,1,1,1,1,,7.770305599999119,4980,424,5404
Direkte Datenabfrage,30,plan-based,qwen3:30b,1,1,1,1,1,1,,10.157403200006229,4980,1033,6013
Direkte Datenabfrage,30,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.820846900001925,4371,96,4467
Direkte Datenabfrage,30,iterative,qwen3:8b,1,1,1,1,1,1,,7.639,5402,403,5805
Direkte Datenabfrage,30,iterative,qwen3:30b,1,1,1,1,1,1,,7.193,5402,604,6006
Direkte Datenabfrage,30,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.838,4738,70,4808
Einzelquellenverarbeitung,31,deterministic,qwen3:8b,0,0,0,0,0,0,,10.061506199999712,3580,647,4227
Einzelquellenverarbeitung,31,deterministic,qwen3:30b,1,1,1,1,1,1,,11.693001999999979,3580,1289,4869
Einzelquellenverarbeitung,31,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.182261899994046,3133,64,3197
Einzelquellenverarbeitung,31,plan-based,qwen3:8b,1,1,0,0,1,0,,20.50835569999981,4982,1570,6552
Einzelquellenverarbeitung,31,plan-based,qwen3:30b,1,1,1,1,1,1,,10.921196600000258,4982,1126,6108
Einzelquellenverarbeitung,31,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.770370099999127,4374,96,4470
Einzelquellenverarbeitung,31,iterative,qwen3:8b,1,1,0,0,1,0,,22.923,5404,1724,7128
Einzelquellenverarbeitung,31,iterative,qwen3:30b,1,1,1,1,1,1,,14.624,5404,1687,7091
Einzelquellenverarbeitung,31,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.926,4741,110,4851
Einzelquellenverarbeitung,32,deterministic,qwen3:8b,1,1,1,1,1,1,,9.474524700000984,3583,575,4158
Einzelquellenverarbeitung,32,deterministic,qwen3:30b,1,1,1,1,1,1,,7.613169199998083,3583,659,4242
Einzelquellenverarbeitung,32,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.7959424999935436,3135,109,3244
Einzelquellenverarbeitung,32,plan-based,qwen3:8b,1,1,1,1,1,1,,18.715423600000577,4985,1396,6381
Einzelquellenverarbeitung,32,plan-based,qwen3:30b,1,1,1,1,1,1,,16.59528030000365,4985,1945,6930
Einzelquellenverarbeitung,32,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,1.8673916000043391,4376,101,4477
Einzelquellenverarbeitung,32,iterative,qwen3:8b,0,0,0,0,0,0,,13.356,5407,904,6311
Einzelquellenverarbeitung,32,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,32,iterative,gpt-5.4-mini,1,1,0,0,1,0,,2.163,4743,162,4905
Einzelquellenverarbeitung,33,deterministic,qwen3:8b,1,1,1,1,1,1,,28.339200500000516,3582,2284,5866
Einzelquellenverarbeitung,33,deterministic,qwen3:30b,1,1,1,1,1,1,,13.49311740000121,3582,1549,5131
Einzelquellenverarbeitung,33,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.5873310000024503,3136,48,3184
Einzelquellenverarbeitung,33,plan-based,qwen3:8b,1,0,0,0,0,0,,15.151901999999609,4984,1056,6040
Einzelquellenverarbeitung,33,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,33,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,1.850452899998345,4377,83,4460
Einzelquellenverarbeitung,33,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,33,iterative,qwen3:30b,1,1,1,1,1,1,,28.476,10909,2982,13891
Einzelquellenverarbeitung,33,iterative,gpt-5.4-mini,0,0,0,0,0,0,,1.934,4744,96,4840
Einzelquellenverarbeitung,34,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,34,deterministic,qwen3:30b,1,1,0,0,1,0,,14.251219400000991,3577,1657,5234
Einzelquellenverarbeitung,34,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.6257467999967048,3133,48,3181
Einzelquellenverarbeitung,34,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,34,plan-based,qwen3:30b,1,1,1,1,1,1,,12.712281100000837,4979,1386,6365
Einzelquellenverarbeitung,34,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,1.9424548000024515,4374,145,4519
Einzelquellenverarbeitung,34,iterative,qwen3:8b,1,1,0,0,1,0,,32.057,10899,2105,13004
Einzelquellenverarbeitung,34,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,34,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.949,4741,87,4828
Einzelquellenverarbeitung,35,deterministic,qwen3:8b,1,1,0,0,1,0,,21.392626600001677,3577,1554,5131
Einzelquellenverarbeitung,35,deterministic,qwen3:30b,1,1,1,1,1,1,,11.831331900000805,3577,1301,4878
Einzelquellenverarbeitung,35,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.7635660000014468,3131,59,3190
Einzelquellenverarbeitung,35,plan-based,qwen3:8b,1,1,0,0,1,0,,12.792369900000267,4979,815,5794
Einzelquellenverarbeitung,35,plan-based,qwen3:30b,1,1,1,1,1,1,,13.743175099996733,4979,1536,6515
Einzelquellenverarbeitung,35,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.9177997000006144,4372,80,4452
Einzelquellenverarbeitung,35,iterative,qwen3:8b,1,1,1,1,1,1,,17.229,5401,1195,6596
Einzelquellenverarbeitung,35,iterative,qwen3:30b,1,1,1,1,1,1,,12.427,5401,1272,6673
Einzelquellenverarbeitung,35,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.956,4739,87,4826
Einzelquellenverarbeitung,36,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,36,deterministic,qwen3:30b,1,1,1,1,1,1,,14.36963200000173,3581,1691,5272
Einzelquellenverarbeitung,36,deterministic,gpt-5.4-mini,1,0,0,0,0,0,,1.6127156000002287,3135,57,3192
Einzelquellenverarbeitung,36,plan-based,qwen3:8b,1,1,1,1,1,1,,16.572164999999586,4983,1130,6113
Einzelquellenverarbeitung,36,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,36,plan-based,gpt-5.4-mini,1,0,0,0,0,0,,2.0763913999981014,4376,164,4540
Einzelquellenverarbeitung,36,iterative,qwen3:8b,0,0,0,0,0,0,,29.895,10920,2019,12939
Einzelquellenverarbeitung,36,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,36,iterative,gpt-5.4-mini,0,0,0,0,0,0,,3.402,4743,120,4863
Einzelquellenverarbeitung,37,deterministic,qwen3:8b,1,1,0,0,1,0,,18.86740009999994,3578,1370,4948
Einzelquellenverarbeitung,37,deterministic,qwen3:30b,1,1,1,1,1,1,,14.199702500001877,3578,1648,5226
Einzelquellenverarbeitung,37,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.7568308999980218,3130,67,3197
Einzelquellenverarbeitung,37,plan-based,qwen3:8b,1,1,0,0,1,0,,24.70026390000021,4980,1837,6817
Einzelquellenverarbeitung,37,plan-based,qwen3:30b,1,1,1,1,1,1,,12.778627499996219,4980,1409,6389
Einzelquellenverarbeitung,37,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.059796699999424,4371,94,4465
Einzelquellenverarbeitung,37,iterative,qwen3:8b,1,1,1,1,1,1,,22.518,5402,1646,7048
Einzelquellenverarbeitung,37,iterative,qwen3:30b,1,1,1,1,1,1,,15.157,5402,1648,7050
Einzelquellenverarbeitung,37,iterative,gpt-5.4-mini,1,1,1,1,1,1,,2.042,4738,104,4842
Einzelquellenverarbeitung,38,deterministic,qwen3:8b,1,1,1,1,1,1,,16.429537100000744,3577,1164,4741
Einzelquellenverarbeitung,38,deterministic,qwen3:30b,1,1,1,1,1,1,,18.472268000004988,3577,2289,5866
Einzelquellenverarbeitung,38,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.889356300001964,3133,79,3212
Einzelquellenverarbeitung,38,plan-based,qwen3:8b,1,1,1,1,1,1,,26.176992099999552,4979,1976,6955
Einzelquellenverarbeitung,38,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,38,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,1.79109829999652,4374,90,4464
Einzelquellenverarbeitung,38,iterative,qwen3:8b,0,0,0,0,0,0,,16.357,5401,1156,6557
Einzelquellenverarbeitung,38,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,38,iterative,gpt-5.4-mini,1,1,0,0,1,0,,2.113,4741,98,4839
Einzelquellenverarbeitung,39,deterministic,qwen3:8b,1,1,1,1,1,1,,10.95673700000043,3581,690,4271
Einzelquellenverarbeitung,39,deterministic,qwen3:30b,1,1,1,1,1,1,,8.250707699997292,3581,735,4316
Einzelquellenverarbeitung,39,deterministic,gpt-5.4-mini,0,0,0,0,0,0,,1.6313926000002539,3137,63,3200
Einzelquellenverarbeitung,39,plan-based,qwen3:8b,1,1,1,1,1,1,,9.772788299998865,4983,575,5558
Einzelquellenverarbeitung,39,plan-based,qwen3:30b,1,1,1,1,1,1,,8.872688399998879,4983,828,5811
Einzelquellenverarbeitung,39,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.1126067000004696,4378,154,4532
Einzelquellenverarbeitung,39,iterative,qwen3:8b,1,1,1,1,1,1,,11.805,5405,757,6162
Einzelquellenverarbeitung,39,iterative,qwen3:30b,1,1,1,1,1,1,,11.793,5405,1138,6543
Einzelquellenverarbeitung,39,iterative,gpt-5.4-mini,0,0,0,0,0,0,,3.709,9586,122,9708
Einzelquellenverarbeitung,40,deterministic,qwen3:8b,1,1,1,1,1,1,,9.018438199998855,3579,524,4103
Einzelquellenverarbeitung,40,deterministic,qwen3:30b,1,0,1,0,0,0,,15.672380700001668,3579,1904,5483
Einzelquellenverarbeitung,40,deterministic,gpt-5.4-mini,1,0,1,0,0,0,,1.602107499995327,3135,57,3192
Einzelquellenverarbeitung,40,plan-based,qwen3:8b,0,0,0,0,0,0,,8.957805399999415,4981,504,5485
Einzelquellenverarbeitung,40,plan-based,qwen3:30b,1,0,1,0,0,0,,17.04079189999902,4981,2031,7012
Einzelquellenverarbeitung,40,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,1.8124161000014283,4376,85,4461
Einzelquellenverarbeitung,40,iterative,qwen3:8b,0,0,0,0,0,0,,33.447,10916,2334,13250
Einzelquellenverarbeitung,40,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,40,iterative,gpt-5.4-mini,0,0,0,0,0,0,,1.788,4743,76,4819
Einzelquellenverarbeitung,41,deterministic,qwen3:8b,1,1,1,1,1,1,,15.799141199999212,3579,1193,4772
Einzelquellenverarbeitung,41,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,41,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.6706999999951222,3133,54,3187
Einzelquellenverarbeitung,41,plan-based,qwen3:8b,1,1,1,1,1,1,,17.587696299999152,4981,1326,6307
Einzelquellenverarbeitung,41,plan-based,qwen3:30b,1,0,0,0,0,0,,16.912519899997278,4981,1991,6972
Einzelquellenverarbeitung,41,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.033390699994925,4374,148,4522
Einzelquellenverarbeitung,41,iterative,qwen3:8b,1,1,1,1,1,1,,10.459,5403,607,6010
Einzelquellenverarbeitung,41,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,41,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.767,4741,77,4818
Einzelquellenverarbeitung,42,deterministic,qwen3:8b,1,0,1,0,0,0,,20.288413500000388,3583,1572,5155
Einzelquellenverarbeitung,42,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,42,deterministic,gpt-5.4-mini,1,0,1,0,0,0,,1.6247183000014047,3136,63,3199
Einzelquellenverarbeitung,42,plan-based,qwen3:8b,1,0,1,0,0,0,,15.042985199999748,4985,1062,6047
Einzelquellenverarbeitung,42,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,42,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.199888399998599,4377,169,4546
Einzelquellenverarbeitung,42,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,42,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,42,iterative,gpt-5.4-mini,1,1,1,1,1,1,,2.236,4744,133,4877
Einzelquellenverarbeitung,43,deterministic,qwen3:8b,0,0,0,0,0,0,,10.076137300000482,3583,625,4208
Einzelquellenverarbeitung,43,deterministic,qwen3:30b,0,0,0,0,0,0,,10.389885599994159,3583,1096,4679
Einzelquellenverarbeitung,43,deterministic,gpt-5.4-mini,0,0,0,0,0,0,,1.6776820000013686,3138,49,3187
Einzelquellenverarbeitung,43,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,43,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,43,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.1929680000030203,4379,159,4538
Einzelquellenverarbeitung,43,iterative,qwen3:8b,1,0,1,0,0,0,,92.678,33767,6303,40070
Einzelquellenverarbeitung,43,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,43,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.217,4746,145,4891
Einzelquellenverarbeitung,44,deterministic,qwen3:8b,0,0,0,0,0,0,,9.17776749999939,3582,559,4141
Einzelquellenverarbeitung,44,deterministic,qwen3:30b,0,0,0,0,0,0,,8.665918900005636,3582,829,4411
Einzelquellenverarbeitung,44,deterministic,gpt-5.4-mini,0,0,0,0,0,0,,1.6354117000009865,3135,48,3183
Einzelquellenverarbeitung,44,plan-based,qwen3:8b,1,1,1,1,1,1,,11.939075199999934,4984,801,5785
Einzelquellenverarbeitung,44,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,44,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.205860699999903,4376,180,4556
Einzelquellenverarbeitung,44,iterative,qwen3:8b,0,0,0,0,0,0,,108.936,34031,7602,41633
Einzelquellenverarbeitung,44,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,44,iterative,gpt-5.4-mini,0,0,0,0,0,0,,3.62,9570,124,9694
Einzelquellenverarbeitung,45,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,45,deterministic,qwen3:30b,0,0,0,0,0,0,,11.453968499998155,3583,1246,4829
Einzelquellenverarbeitung,45,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.7985981999954674,3135,79,3214
Einzelquellenverarbeitung,45,plan-based,qwen3:8b,1,1,1,1,1,1,,12.763173800000004,4985,807,5792
Einzelquellenverarbeitung,45,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,45,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,1.86499499999627,4376,111,4487
Einzelquellenverarbeitung,45,iterative,qwen3:8b,0,0,0,0,0,0,,179.14,28087,3599,31686
Einzelquellenverarbeitung,45,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,45,iterative,gpt-5.4-mini,0,0,0,0,0,0,,3.474,4743,132,4875
Einzelquellenverarbeitung,46,deterministic,qwen3:8b,0,0,0,0,0,0,,15.524919399998907,3583,1165,4748
Einzelquellenverarbeitung,46,deterministic,qwen3:30b,1,1,1,1,1,1,,13.39832039999601,3583,1557,5140
Einzelquellenverarbeitung,46,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.7795439000037732,3136,58,3194
Einzelquellenverarbeitung,46,plan-based,qwen3:8b,1,1,1,1,1,1,,11.33871199999885,4985,760,5745
Einzelquellenverarbeitung,46,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,46,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,1.9002825999996276,4377,91,4468
Einzelquellenverarbeitung,46,iterative,qwen3:8b,0,0,0,0,0,0,,10.615,5407,667,6074
Einzelquellenverarbeitung,46,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,46,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.16,4744,109,4853
Einzelquellenverarbeitung,47,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,47,deterministic,qwen3:30b,1,1,1,1,1,1,,13.466331299998274,3582,1591,5173
Einzelquellenverarbeitung,47,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.0249156999998377,3133,82,3215
Einzelquellenverarbeitung,47,plan-based,qwen3:8b,1,1,1,1,1,1,,19.007942999998704,4984,1485,6469
Einzelquellenverarbeitung,47,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,47,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.9830968999958714,4374,105,4479
Einzelquellenverarbeitung,47,iterative,qwen3:8b,0,0,0,0,0,0,,23.662,11031,1568,12599
Einzelquellenverarbeitung,47,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,47,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.842,4741,74,4815
Einzelquellenverarbeitung,48,deterministic,qwen3:8b,1,1,1,1,1,1,,8.371661200000744,3583,485,4068
Einzelquellenverarbeitung,48,deterministic,qwen3:30b,1,0,1,0,0,0,,15.257681199997023,3583,1818,5401
Einzelquellenverarbeitung,48,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.833768999997119,3135,63,3198
Einzelquellenverarbeitung,48,plan-based,qwen3:8b,1,1,1,1,1,1,,13.708163600000262,4985,974,5959
Einzelquellenverarbeitung,48,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,48,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.0900639000028605,4376,132,4508
Einzelquellenverarbeitung,48,iterative,qwen3:8b,0,0,0,0,0,0,,14.945,5407,1055,6462
Einzelquellenverarbeitung,48,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,48,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.189,4743,140,4883
Einzelquellenverarbeitung,49,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,49,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,49,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.7601711000024807,3136,77,3213
Einzelquellenverarbeitung,49,plan-based,qwen3:8b,1,1,1,1,1,1,,11.268836900000679,4987,753,5740
Einzelquellenverarbeitung,49,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,49,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.063972800002375,4377,125,4502
Einzelquellenverarbeitung,49,iterative,qwen3:8b,0,0,0,0,0,0,,15.602,5409,1146,6555
Einzelquellenverarbeitung,49,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,49,iterative,gpt-5.4-mini,0,0,0,0,0,0,,3.686,4744,124,4868
Einzelquellenverarbeitung,50,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,50,deterministic,qwen3:30b,1,1,1,1,1,1,,9.444312899999204,3583,955,4538
Einzelquellenverarbeitung,50,deterministic,gpt-5.4-mini,0,0,0,0,0,0,,1.6135855999964406,3135,63,3198
Einzelquellenverarbeitung,50,plan-based,qwen3:8b,1,1,1,1,1,1,,19.438833399999567,4985,1517,6502
Einzelquellenverarbeitung,50,plan-based,qwen3:30b,1,1,1,1,1,1,,9.242453700004262,4985,913,5898
Einzelquellenverarbeitung,50,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.220982200000435,4376,146,4522
Einzelquellenverarbeitung,50,iterative,qwen3:8b,1,1,1,1,1,1,,20.186,5407,1546,6953
Einzelquellenverarbeitung,50,iterative,qwen3:30b,1,1,1,1,1,1,,10.965,5407,1026,6433
Einzelquellenverarbeitung,50,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.816,4743,86,4829
Einzelquellenverarbeitung,51,deterministic,qwen3:8b,1,1,1,1,1,1,,9.845276800000647,3580,632,4212
Einzelquellenverarbeitung,51,deterministic,qwen3:30b,1,1,1,1,1,1,,8.973191100005351,3580,887,4467
Einzelquellenverarbeitung,51,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.0110817000022507,3134,63,3197
Einzelquellenverarbeitung,51,plan-based,qwen3:8b,1,1,1,1,1,1,,10.648243800000273,4982,693,5675
Einzelquellenverarbeitung,51,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,51,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.155826200003503,4375,154,4529
Einzelquellenverarbeitung,51,iterative,qwen3:8b,0,0,0,0,0,0,,10.228,5404,651,6055
Einzelquellenverarbeitung,51,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,51,iterative,gpt-5.4-mini,0,0,0,0,0,0,,3.566,4742,135,4877
Einzelquellenverarbeitung,52,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,52,deterministic,qwen3:30b,1,1,1,1,1,1,,12.224191700006486,3582,1367,4949
Einzelquellenverarbeitung,52,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.6153707999983453,3135,63,3198
Einzelquellenverarbeitung,52,plan-based,qwen3:8b,0,0,0,0,0,0,,120.05131549999896,,,
Einzelquellenverarbeitung,52,plan-based,qwen3:30b,1,1,1,1,1,1,,12.057473200002278,4984,1308,6292
Einzelquellenverarbeitung,52,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.0541231999959564,4376,148,4524
Einzelquellenverarbeitung,52,iterative,qwen3:8b,1,1,1,1,1,1,,11.705,5406,785,6191
Einzelquellenverarbeitung,52,iterative,qwen3:30b,1,1,1,1,1,1,,12.316,5406,1244,6650
Einzelquellenverarbeitung,52,iterative,gpt-5.4-mini,0,0,0,0,0,0,,4.659,9650,178,9828
Einzelquellenverarbeitung,53,deterministic,qwen3:8b,1,1,1,1,1,1,,13.256859500001156,3585,928,4513
Einzelquellenverarbeitung,53,deterministic,qwen3:30b,1,1,1,1,1,1,,13.198231700000179,3585,1517,5102
Einzelquellenverarbeitung,53,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.9221418000015547,3136,108,3244
Einzelquellenverarbeitung,53,plan-based,qwen3:8b,1,1,1,1,1,1,,18.549482299999,4987,1389,6376
Einzelquellenverarbeitung,53,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,53,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.9681391999984044,4377,117,4494
Einzelquellenverarbeitung,53,iterative,qwen3:8b,0,0,0,0,0,0,,12.004,5409,800,6209
Einzelquellenverarbeitung,53,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,53,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.059,4744,139,4883
Einzelquellenverarbeitung,54,deterministic,qwen3:8b,1,1,1,1,1,1,,8.971409900001163,3585,530,4115
Einzelquellenverarbeitung,54,deterministic,qwen3:30b,1,1,1,1,1,1,,8.825548500004516,3585,864,4449
Einzelquellenverarbeitung,54,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.856245000002673,3138,63,3201
Einzelquellenverarbeitung,54,plan-based,qwen3:8b,1,1,1,1,1,1,,14.455551699998978,4987,1020,6007
Einzelquellenverarbeitung,54,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,54,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.452570800000103,4379,191,4570
Einzelquellenverarbeitung,54,iterative,qwen3:8b,0,0,0,0,0,0,,10.346,5409,649,6058
Einzelquellenverarbeitung,54,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,54,iterative,gpt-5.4-mini,0,0,0,0,0,0,,10.852,4746,118,4864
Einzelquellenverarbeitung,55,deterministic,qwen3:8b,1,1,1,1,1,1,,13.749223599999823,3581,988,4569
Einzelquellenverarbeitung,55,deterministic,qwen3:30b,1,1,1,1,1,1,,10.941240100000869,3581,1200,4781
Einzelquellenverarbeitung,55,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.8057381999969948,3134,63,3197
Einzelquellenverarbeitung,55,plan-based,qwen3:8b,1,1,1,1,1,1,,12.208521600001404,4983,838,5821
Einzelquellenverarbeitung,55,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,55,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,1.8860164000070654,4375,94,4469
Einzelquellenverarbeitung,55,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,55,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,55,iterative,gpt-5.4-mini,1,1,0,0,1,0,,2.02,4742,130,4872
Einzelquellenverarbeitung,56,deterministic,qwen3:8b,1,1,1,1,1,1,,7.383931200000006,3581,388,3969
Einzelquellenverarbeitung,56,deterministic,qwen3:30b,1,1,1,1,1,1,,6.4017883999986225,3581,481,4062
Einzelquellenverarbeitung,56,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.8525205999976606,3134,60,3194
Einzelquellenverarbeitung,56,plan-based,qwen3:8b,1,1,1,1,1,1,,7.694362100000944,4983,416,5399
Einzelquellenverarbeitung,56,plan-based,qwen3:30b,1,1,1,1,1,1,,6.927331200000481,4983,558,5541
